"C Kousei Arima", ("Cabelo preto"; "Olhos azuis"; "Uniforme escolar"; "Tênis"; "Pianista"; "Óculos"), 0.98
"C Faye Valentine", ("Cabelo preto"; "Olhos verdes"; "Top amarelo"; "Botas brancas"), 0.91
"S Bolsa marrom", ("Botas marrons"; "Touca marrom"), 0.08
"C Aqua", ("Cabelo azul"; "Olhos azuis"; "Roupa azul"; "Botas azuis"; "Deusa"), 0.87
"C Edward Elric", ("Cabelo loiro"; "Olhos amarelos"; "Roupa vermelha"; "Botas pretas"; "Automail"; "Poderes de alquimia"), 0.97
"S Sandálias", ("Macacão roxo"; "Cabelo preto/branco"), 0.50
"C Yuno Gasai", ("Cabelo rosa"; "Olhos rosa"; "Uniforme escolar"; "Yandere"), 0.81
"C Tenya Iida", ("Cabelo preto"; "Olhos azuis"; "Uniforme escolar"; "Botas com propulsores"; "Traje de super-herói"), 0.82
"C Rintarou Okabe", ("Cabelo preto"; "Olhos castanhos"; "Camisa branca"; "Sapatos pretos"; "Jaleco"; "Flip phone"), 0.88
"C Futoshi", ("Cabelo castanho"; "Olhos verdes"; "Uniforme escolar"; "Botas marrons"; "Gordo"), 0.84
"C Lisa Lisa", ("Cabelo preto"; "Olhos azuis"; "Vestido preto"; "Botas pretas"; "Cachecol vermelho"), 0.97
"C Caesar Anthonio Zeppeli", ("Cabelo loiro "; "Olhos verdes"; "Jaqueta azul"; "Sapatos pretos"; "Cachecol rosa"), 0.89
"C Miku", ("Cabelo vermelho"; "Olhos verdes"; "Uniforme escolar"; "Botas marrons"), 0.95
"S Anti-goblins", ("Espada"; "Capacete"), 0.32
"S Olhos azuis", ("Sapatos brancos"), 0.49
"C Dio Brando", ("Cabelo loiro "; "Olhos amarelos"; "Roupa amarela"; "Sapatos amarelos"; "Za warudo"), 0.86
"C Itaru Hashida", ("Cabelo castanho"; "Olhos castanhos"; "Camisa verde"; "Sandálias"; "Óculos"; "Super hacker"), 0.74
"C Armin Arlert", ("Cabelo loiro"; "Olhos azuis"; "Jaqueta militar"; "Botas pretas"; "Lenço"; "Distintivo da Tropa de Exploração"), 0.76
"S Camisa branca", ("Descalço"; "Cabelo preto"), 0.05
"C Kuki Urie", ("Cabelo preto"; "Olhos pretos"; "Roupa branca"; "Sapatos pretos"; "Espada"; "Luvas"), 0.76
"S Bolsa marrom", ("Vice-presidente do Conselho Estudantil"; "Braço robótico"), 0.29
"C Uryuu Ishida", ("Cabelo azul"; "Olhos azuis"; "Camisa branca"; "Sapatos brancos"; "Espada"; "Óculos"), 0.91
"C Killua Zoldyck", ("Cabelo branco"; "Olhos azuis"; "Roupa branca"; "Tênis"), 0.96
"C Yoshikage Kira", ("Cabelo loiro"; "Olhos roxos"; "Camisa verde"; "Sapatos marrons"; "Colete roxo"; "Gravata"), 0.94
"C Ichigo Kurosaki", ("Cabelo ruivo"; "Olhos castanhos"; "Roupa preta"; "Sapatos brancos"; "Espada"; "Lenço"), 0.79
"C Kohaku", ("Cabelo loiro "; "Olhos azuis"; "Macacão azul"; "Sandálias"), 0.81
"C Robin Nico", ("Cabelo preto"; "Olhos azuis"; "Roupa azul"; "Sapatos rosa"; "Chapéu"; "Óculos"), 0.78
"C Zoro Roronoa", ("Cabelo verde"; "Olhos verdes"; "Roupa verde"; "Botas pretas"; "Lenço"; "Espada"), 0.83
"C Sakura Haruno", ("Cabelo rosa"; "Olhos verdes"; "Roupa rosa"; "Sandálias"; "Kunais"; "Bandana"), 0.93
"C Ikuno", ("Cabelo roxo"; "Olhos verdes"; "Uniforme escolar"; "Botas marrons"), 0.91
"C Gen Asagiri", ("Cabelo preto/branco"; "Olhos pretos"; "Macacão roxo"; "Sandálias"; "Cicatriz no olho"), 0.70
"S Botas roxas", ("Vestido roxo"), 0.12
"C Zorome", ("Cabelo loiro "; "Olhos roxos"; "Uniforme escolar"; "Botas marrons"), 0.85
"S Cabelo verde", ("Lenço"; "Espada"; "Botas pretas"), 0.06
"C Elizabeth Liones", ("Cabelo cinza"; "Olhos azuis"; "Camisa rosa"; "Sapatos pretos"; "Lenço"), 0.74
"C Kineshi Hairo", ("Cabelo ruivo"; "Olhos laranja"; "Camisa verde"; "Sapatos brancos"; "Pulseiras"), 0.79
"C Shinya Kougami", ("Cabelo preto"; "Olhos cinza"; "Terno"; "Sapatos pretos"; "Gravata preta"; "Dominator"), 0.84
"S Camisa preta", ("Olhos pretos"; "Sapatos pretos"; "Cigarro"; "Gravata"), 0.14
"C Shun Kaidou", ("Cabelo branco"; "Olhos vermelhos"; "Camisa branca"; "Sapatos pretos"; "Colete verde"; "Luvas"), 0.85
"C Shizuku Mizutani", ("Cabelo ruivo"; "Olhos castanhos"; "Camisa branca"; "Sapatos marrons"; "Colete vermelho"; "Corrente"), 0.85
"C Kanade Tachibana", ("Cabelo branco"; "Olhos amarelos"; "Uniforme escolar"; "Sapatos pretos"), 0.97
"C Meliodas", ("Cabelo loiro"; "Olhos azuis"; "Roupa branca"; "Botas pretas"; "Gravata "; "Colete preto"), 0.90
"S Olhos azuis", ("Cabelo azul"; "Uniforme escolar"), 0.50
"C Chika Fujiwara", ("Cabelo rosa"; "Olhos azuis"; "Uniforme escolar"; "Sapatos brancos"; "Clube dos jogos de mesa"; "Secretária do Conselho Estudantil"), 0.83
"C Kurokami no Onna", ("Cabelo preto"; "Olhos roxos"; "Roupa preta"; "Saltos altos"; "Mecha branca no cabelo"), 0.83
"C Shirou Emiya", ("Cabelo ruivo"; "Olhos castanhos"; "Camisa branca"; "Sapatos pretos"; "Espada"), 0.82
"C Zero Two", ("Cabelo rosa"; "Olhos azuis"; "Macacão vermelho"; "Botas brancas"; "Chifre"), 0.83
"C Jinbe", ("Cabelo preto"; "Olhos pretos"; "Roupa laranja"; "Sandálias"; "Faixa azul"), 0.95
"C Denji", ("Cabelo loiro"; "Olhos castanhos"; "Camisa branca"; "Tênis"; "Pochita"; "Gravata"), 0.70
"S Cabelo castanho", ("Sandálias"; "Macacão vermelho"), 0.48
"C Genos", ("Cabelo loiro"; "Olhos amarelos"; "Camisa branca"; "Sapatos pretos"; "Corpo de Cyborg"), 0.73
"S Anti-goblins", ("Sem camisa"; "Sapatos rosa"; "Olhos amarelos"; "Uniforme branco e vermelho"; "Pilota uma Eva-Unit"), 0.21
"S Bandana", ("Cabelo preto"; "Camisa branca"), 0.35
"C Mitsuha Miyamizu", ("Cabelo preto"; "Olhos castanhos"; "Uniforme escolar"; "Sapatos marrons"; "Laço nos cabelos"), 0.76
"S Olhos azuis", ("Marca Joestar"; "Botas marrons"), 0.16
"C Ryuk", ("Cabelo preto"; "Olhos amarelos"; "Roupa preta"; "Death Note"), 0.71
"C Zenitsu Agatsuma", ("Cabelo loiro"; "Olhos amarelos"; "Casaco amarelo"; "Sandálias"; "Katana"), 0.73
"C Subaru Natsuki", ("Cabelo preto"; "Olhos pretos"; "Macacão preto"; "Sapatos pretos"), 0.77
"S Sapatos azuis", ("Colete marrom"; "Walkman"; "Violinista"; "Braços protéticos"; "Olhos cinza"), 0.48
"C Sasuke Uchiha", ("Cabelo preto"; "Olhos pretos"; "Camisa azul"; "Sandálias"; "Sharingan"; "Bandana"), 0.94
"C Kazuto Kirigaya", ("Cabelo preto"; "Olhos pretos"; "Roupa preta"; "Botas pretas"; "Capa preta"; "Duas espadas"), 0.95
"C Yukio Okumura", ("Cabelo castanho"; "Olhos azuis"; "Macacão preto"; "Sapatos pretos"; "Óculos"; "Revólver"), 0.96
"C Mei Misaki", ("Cabelo preto"; "Olhos vermelho/verde"; "Uniforme escolar"; "Sapatos pretos"; "Olho artificial"), 0.88
"S Faixa azul", ("Cabeça de javali"; "Macacão preto"; "Mochila azul"), 0.41
"C Yukine", ("Cabelo loiro"; "Olhos vermelhos"; "Jaqueta verde"; "Sapatos pretos"; "Gorro verde"), 0.97
"C Kaguya Shinomiya", ("Cabelo preto"; "Olhos vermelhos"; "Uniforme escolar"; "Sapatos brancos"; "Vice-presidente do Conselho Estudantil"; "Fita vermelha no cabelo"), 0.91
"C Nobara Kugisaki", ("Cabelo castanho"; "Olhos castanhos"; "Uniforme escolar"; "Sapatos pretos"; "Brincos de argola"), 0.80
"C Krista Lenz", ("Cabelo loiro"; "Olhos azuis"; "Camisa branca"; "Botas marrons"; "Jaqueta marrom"), 0.91
"S Bandana", ("Colete verde"; "Roupa roxa"), 0.25
"C Robert E. O. Speedwagon", ("Cabelo loiro "; "Olhos amarelos"; "Terno preto"; "Sapatos pretos"; "Cachecol listrado"; "Top hat listrado"), 0.90
"C Asta", ("Cabelo cinza"; "Olhos verdes"; "Manto Touro"; "Sapatos pretos"; "Trevo preto"), 0.88
"C Satsuki Kiryuuin", ("Cabelo preto"; "Olhos azuis"; "Roupa branca"; "Sapatos brancos"; "Espada"; "Lenço"), 0.81
"S Roupa amarela", ("Careca"), 0.31
"C Izumi Miyamura", ("Cabelo preto"; "Olhos azuis"; "Uniforme escolar"; "Tênis"; "Piercings"), 0.76
"C Ichigo", ("Cabelo azul"; "Olhos verdes"; "Uniforme escolar"; "Botas marrons"; "Presilha"), 0.72
"S Roupa branca", ("Olhos azuis"; "Espada"), 0.44
"C Asuka Langley Souryuu", ("Cabelo ruivo"; "Olhos azuis"; "Uniforme escolar"; "Sapatos pretos"; "Pilota uma Eva-Unit"), 0.94
